subgroup,L,p,seed,train_size,test_size,batch_size,epochs,steps_per_epoch,lr,random_sharing,device,pl_device,diff_method,single_qubit_block,init_scale,allow_overlap_if_needed,train_loss,test_loss,train_accuracy,test_accuracy,generalization_gap,num_parameters,subgroup_order,sharing_type,elapsed_seconds,requested_disjoint,actual_disjoint,overlap_count,split_mode
D2_V4,3,2,0,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.8263272039699576,2.4205660959666586,0.8,0.5316666666666666,0.2683333333333334,78,4,symmetry,86.4359862919664,True,True,0,disjoint
D2_V4,3,2,1,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.6697006919805115,2.6638689569065264,0.7666666666666667,0.45,0.3166666666666667,78,4,symmetry,97.8886638750555,True,True,0,disjoint
D2_V4,3,2,2,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.8307341089934752,2.430887007361989,0.7666666666666667,0.555,0.21166666666666667,78,4,symmetry,73.29133112495765,True,True,0,disjoint
D2_V4,3,2,3,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.7993709439939032,2.557299485369821,0.7333333333333333,0.44666666666666666,0.2866666666666666,78,4,symmetry,75.66907887498382,True,True,0,disjoint
D2_V4,3,2,4,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.8849232415474864,2.4419275335991215,0.7333333333333333,0.475,0.2583333333333333,78,4,symmetry,74.57775795797352,True,True,0,disjoint
D2_V4,3,2,0,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.1025145317065297,2.3084445877879283,0.55,0.5333333333333333,0.01666666666666672,78,4,symmetry,89.09159900003579,True,True,0,disjoint
D2_V4,3,2,1,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.999640541867442,2.3662046590580514,0.65,0.5133333333333333,0.13666666666666671,78,4,symmetry,73.80199008400086,True,True,0,disjoint
D2_V4,3,2,2,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.0451210889012197,2.3548759434757085,0.725,0.57,0.15500000000000003,78,4,symmetry,71.35965875000693,True,True,0,disjoint
D2_V4,3,2,3,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.9969586086559459,2.341915561469596,0.6583333333333333,0.5383333333333333,0.12,78,4,symmetry,67.90202899998985,True,True,0,disjoint
D2_V4,3,2,4,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.0916276871890735,2.347629673188134,0.6666666666666666,0.535,0.1316666666666666,78,4,symmetry,66.53731266700197,True,True,0,disjoint
D2_V4,3,2,0,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.29155675134022,2.36495085974312,0.5844444444444444,0.5383333333333333,0.0461111111111111,78,4,symmetry,70.85985404090025,True,False,97,independent_fallback
D2_V4,3,2,1,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.2632456168921773,2.284804802828064,0.5622222222222222,0.565,-0.002777777777777768,78,4,symmetry,70.53028337506112,True,False,92,independent_fallback
D2_V4,3,2,2,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.301079156005284,2.307754979998441,0.5822222222222222,0.5716666666666667,0.01055555555555554,78,4,symmetry,71.79168899997603,True,False,96,independent_fallback
D2_V4,3,2,3,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.3012046188994093,2.3437165387988363,0.5622222222222222,0.565,-0.002777777777777768,78,4,symmetry,69.4015497919172,True,False,103,independent_fallback
D2_V4,3,2,4,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.2162674110278404,2.2787296652815017,0.6222222222222222,0.5983333333333334,0.02388888888888885,78,4,symmetry,69.78233041602653,True,False,91,independent_fallback
D4,3,2,0,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.829667256725045,2.3000965658486208,0.7333333333333333,0.535,0.19833333333333325,54,8,symmetry,63.974272958002985,True,True,0,disjoint
D4,3,2,1,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.7422265128250678,2.679207362627129,0.8333333333333334,0.42833333333333334,0.405,54,8,symmetry,64.88014362496324,True,True,0,disjoint
D4,3,2,2,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.9115261362451164,2.440138078389434,0.8,0.495,0.30500000000000005,54,8,symmetry,64.27739179099444,True,True,0,disjoint
D4,3,2,3,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.8473188725429563,2.4738119233447393,0.7,0.5016666666666667,0.19833333333333325,54,8,symmetry,63.12680816592183,True,True,0,disjoint
D4,3,2,4,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.6049984235292243,2.4507085879836676,0.8333333333333334,0.48333333333333334,0.35000000000000003,54,8,symmetry,64.0894473339431,True,True,0,disjoint
D4,3,2,0,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.1450619909289173,2.309928057654155,0.625,0.56,0.06499999999999995,54,8,symmetry,64.28824562497903,True,True,0,disjoint
D4,3,2,1,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.053031025049614,2.402579077000891,0.6833333333333333,0.52,0.16333333333333333,54,8,symmetry,64.128553666058,True,True,0,disjoint
D4,3,2,2,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.0745037912613262,2.284745967759179,0.6833333333333333,0.6,0.08333333333333337,54,8,symmetry,211.24846170807723,True,True,0,disjoint
D4,3,2,3,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.069705824485886,2.3354319507975854,0.5916666666666667,0.5116666666666667,0.07999999999999996,54,8,symmetry,298.6469951660838,True,True,0,disjoint
D4,3,2,4,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.1175305447064843,2.3501210703027526,0.6416666666666667,0.515,0.1266666666666667,54,8,symmetry,250.1716628749855,True,True,0,disjoint
D4,3,2,0,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.25973182328873,2.291552035992034,0.5933333333333334,0.5683333333333334,0.025000000000000022,54,8,symmetry,101.49348800000735,True,False,97,independent_fallback
D4,3,2,1,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.2315529996938377,2.2439899118092685,0.58,0.5983333333333334,-0.018333333333333424,54,8,symmetry,71.08118920808192,True,False,92,independent_fallback
D4,3,2,2,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.2605917538156906,2.242958091906609,0.5711111111111111,0.56,0.011111111111111072,54,8,symmetry,71.08592712506652,True,False,96,independent_fallback
D4,3,2,3,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.3063520880820456,2.2980821090737966,0.5777777777777777,0.5616666666666666,0.016111111111111076,54,8,symmetry,70.67094224994071,True,False,103,independent_fallback
D4,3,2,4,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.2430164151870544,2.2716085770435894,0.58,0.5633333333333334,0.016666666666666607,54,8,symmetry,69.16847212496214,True,False,91,independent_fallback
